antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level
ABC12E,Thyroid Cancer,5.55,2.0,0.808,0.783,0.377,0.956,34,1,computationally_derived,CARVanta-Computed,computational
ABC12E,Ovarian Cancer,4.38,2.23,0.593,0.485,0.509,0.953,0,0,computationally_derived,CARVanta-Computed,computational
ABC12E,Head & Neck Cancer,4.69,1.86,0.86,0.526,0.501,0.835,3,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Bladder Cancer,3.41,0.77,0.564,0.475,0.43,0.882,0,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Lymphoma,0.97,2.84,0.91,0.36,0.126,0.916,5,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Head & Neck Cancer,7.38,1.07,0.661,0.65,0.551,0.833,0,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Endometrial Cancer,3.74,1.37,0.882,0.647,0.444,0.805,0,1,computationally_derived,CARVanta-Computed,computational
ABC12F,Prostate Cancer,5.13,1.35,0.783,0.512,0.522,0.884,0,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Thyroid Cancer,6.37,0.64,0.693,0.558,0.649,0.818,0,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Ovarian Cancer,2.23,1.1,0.845,0.696,0.756,0.931,0,0,computationally_derived,CARVanta-Computed,computational
ABC12F,Melanoma,8.3,0.58,0.908,0.711,0.83,0.669,0,1,computationally_derived,CARVanta-Computed,computational
ABC12F,Gastric Cancer,2.3,0.57,0.798,0.694,0.739,0.904,0,1,computationally_derived,CARVanta-Computed,computational
ABC12F,Breast Cancer,3.42,1.33,0.798,0.75,0.548,0.685,3,1,computationally_derived,CARVanta-Computed,computational
ABC12G,Leukemia,4.13,1.8,0.936,0.757,0.564,0.702,0,0,computationally_derived,CARVanta-Computed,computational
ABC12G,Glioblastoma,4.75,1.43,0.755,0.697,0.616,0.732,13,1,computationally_derived,CARVanta-Computed,computational
ABC12G,Ovarian Cancer,1.65,1.03,0.688,0.726,0.697,0.687,15,0,computationally_derived,CARVanta-Computed,computational
ABC12G,Endometrial Cancer,1.73,0.61,0.783,0.447,0.168,0.644,0,0,computationally_derived,CARVanta-Computed,computational
ABC12G,Colorectal Cancer,4.07,1.01,0.858,0.717,0.413,0.858,11,1,computationally_derived,CARVanta-Computed,computational
ABC12G,Lung Adenocarcinoma,1.28,2.19,0.829,0.759,0.36,0.911,0,0,computationally_derived,CARVanta-Computed,computational
ABC12G,Gastric Cancer,3.2,0.78,0.839,0.838,0.708,0.73,0,1,computationally_derived,CARVanta-Computed,computational
ABC12G,Melanoma,4.43,3.19,0.851,0.69,0.18,0.775,0,0,computationally_derived,CARVanta-Computed,computational
ABC13A,Thyroid Cancer,3.2,1.9,0.571,0.507,0.409,0.887,0,0,computationally_derived,CARVanta-Computed,computational
ABC13A,Leukemia,1.0,4.15,0.697,0.587,0.324,0.686,0,0,computationally_derived,CARVanta-Computed,computational
ABC13A,Lymphoma,5.2,1.22,0.829,0.412,0.582,0.915,0,0,computationally_derived,CARVanta-Computed,computational
ABC13A,Head & Neck Cancer,1.62,0.55,0.941,0.716,0.768,0.935,0,1,computationally_derived,CARVanta-Computed,computational
ABC13A,Liver Cancer,2.78,1.68,0.711,0.816,0.301,0.478,0,0,computationally_derived,CARVanta-Computed,computational
ABC13A,Pancreatic Cancer,4.38,1.41,0.862,0.429,0.842,0.731,0,0,computationally_derived,CARVanta-Computed,computational
ABC13B,Glioblastoma,6.8,0.77,0.801,0.781,0.774,0.707,31,1,computationally_derived,CARVanta-Computed,computational
ABC13B,Lymphoma,2.74,0.93,0.944,0.475,0.497,0.884,0,0,computationally_derived,CARVanta-Computed,computational
ABC13B,Liver Cancer,1.18,2.04,0.64,0.702,0.164,0.829,9,0,computationally_derived,CARVanta-Computed,computational
ABC13B,Gastric Cancer,1.44,0.44,0.541,0.635,0.585,0.728,4,0,computationally_derived,CARVanta-Computed,computational
ABC13B,Myeloma,3.39,0.86,0.865,0.454,0.747,0.744,14,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Thyroid Cancer,3.61,2.84,0.957,0.423,0.451,0.765,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Endometrial Cancer,4.42,1.24,0.615,0.511,0.826,0.802,5,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Lung Adenocarcinoma,4.02,1.6,0.469,0.554,0.377,0.866,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Liver Cancer,3.21,2.83,0.908,0.554,0.375,0.875,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Head & Neck Cancer,5.66,13.74,0.973,0.403,0.198,0.899,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Melanoma,5.82,2.31,0.84,0.6,0.592,0.931,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Lymphoma,1.7,2.39,0.896,0.602,0.237,0.967,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Breast Cancer,2.59,3.63,0.968,0.599,0.202,0.761,0,0,computationally_derived,CARVanta-Computed,computational
ABC13C,Prostate Cancer,4.0,0.3,0.951,0.637,0.884,0.538,0,1,computationally_derived,CARVanta-Computed,computational
ABC13D,Head & Neck Cancer,4.32,2.47,0.99,0.822,0.226,0.917,0,0,computationally_derived,CARVanta-Computed,computational
ABC13D,Endometrial Cancer,3.27,0.84,0.569,0.711,0.75,0.92,0,0,computationally_derived,CARVanta-Computed,computational
ABC13D,Renal Cancer,3.19,1.99,0.823,0.643,0.369,0.736,0,0,computationally_derived,CARVanta-Computed,computational
ABC13D,Lymphoma,2.45,4.65,0.699,0.595,0.223,0.543,0,0,computationally_derived,CARVanta-Computed,computational
ABC13D,Ovarian Cancer,7.34,1.6,0.766,0.427,0.574,0.934,0,0,computationally_derived,CARVanta-Computed,computational
ABC13D,Glioblastoma,3.38,1.36,0.952,0.686,0.189,0.732,0,1,computationally_derived,CARVanta-Computed,computational
ABC13D,Lung Adenocarcinoma,1.31,0.9,0.768,0.262,0.574,0.842,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Ovarian Cancer,3.42,2.01,0.75,0.467,0.416,0.872,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Head & Neck Cancer,4.44,0.61,0.734,0.6,0.814,0.805,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Colorectal Cancer,5.3,1.15,0.812,0.546,0.813,0.953,1,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Prostate Cancer,6.55,2.03,0.841,0.573,0.738,0.93,1,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Liver Cancer,6.37,0.86,0.659,0.529,0.924,0.964,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Leukemia,8.0,1.14,0.744,0.646,0.815,0.949,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Thyroid Cancer,2.65,2.65,0.878,0.68,0.256,0.845,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Lymphoma,5.56,1.21,0.901,0.587,0.873,0.845,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Glioblastoma,4.41,1.8,0.642,0.618,0.518,0.739,0,0,computationally_derived,CARVanta-Computed,computational
ABC13E,Endometrial Cancer,3.02,1.92,0.832,0.823,0.308,0.932,5,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Thyroid Cancer,3.46,5.4,0.972,0.873,0.518,0.678,0,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Colorectal Cancer,5.31,0.49,0.871,0.501,0.955,0.905,4,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Melanoma,4.49,2.13,0.738,0.369,0.519,0.925,0,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Bladder Cancer,2.63,4.65,0.941,0.596,0.512,0.781,0,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Lung Adenocarcinoma,4.58,2.47,0.824,0.742,0.635,0.919,0,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Breast Cancer,6.83,0.82,0.76,0.807,0.691,0.664,0,1,computationally_derived,CARVanta-Computed,computational
ABC13F,Pancreatic Cancer,7.46,1.71,0.822,0.36,0.786,0.72,0,0,computationally_derived,CARVanta-Computed,computational
ABC13F,Glioblastoma,3.4,8.36,0.64,0.838,0.208,0.974,0,0,computationally_derived,CARVanta-Computed,computational
ABC13G,Prostate Cancer,1.66,2.74,0.924,0.516,0.425,0.788,0,0,computationally_derived,CARVanta-Computed,computational
ABC13G,Lymphoma,2.76,1.52,0.613,0.519,0.573,0.929,0,0,computationally_derived,CARVanta-Computed,computational
ABC13G,Pancreatic Cancer,2.28,0.56,0.838,0.363,0.577,0.806,0,0,computationally_derived,CARVanta-Computed,computational
ABC13G,Melanoma,3.17,2.99,0.884,0.486,0.412,0.953,33,0,computationally_derived,CARVanta-Computed,computational
ABC13G,Renal Cancer,2.08,0.63,0.711,0.684,0.723,0.673,0,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Renal Cancer,7.23,1.64,0.804,0.359,0.343,0.853,0,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Head & Neck Cancer,2.96,2.94,0.833,0.739,0.421,0.97,1,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Thyroid Cancer,2.64,1.35,0.861,0.54,0.539,0.941,0,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Lymphoma,4.08,2.81,0.8,0.518,0.304,0.967,0,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Endometrial Cancer,1.93,0.8,0.784,0.387,0.465,0.918,4,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Gastric Cancer,0.55,0.85,0.535,0.504,0.208,0.859,5,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Glioblastoma,7.76,0.85,0.941,0.759,0.717,0.686,0,1,computationally_derived,CARVanta-Computed,computational
ABC14A,Myeloma,4.51,0.5,0.814,0.683,0.446,0.933,0,1,computationally_derived,CARVanta-Computed,computational
ABC14A,Melanoma,3.21,0.47,0.691,0.691,0.799,0.767,4,0,computationally_derived,CARVanta-Computed,computational
ABC14A,Ovarian Cancer,2.17,4.15,0.739,0.492,0.224,0.849,0,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Prostate Cancer,5.2,0.89,0.893,0.591,0.778,0.825,0,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Melanoma,7.71,1.57,0.795,0.598,0.697,0.912,2,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Myeloma,3.46,2.49,0.613,0.456,0.294,0.956,0,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Pancreatic Cancer,6.45,0.72,0.7,0.711,0.694,0.741,0,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Endometrial Cancer,2.69,2.26,0.828,0.603,0.229,0.963,0,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Colorectal Cancer,1.17,0.72,0.682,0.756,0.592,0.98,5,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Bladder Cancer,3.49,0.69,0.609,0.773,0.539,0.874,0,0,computationally_derived,CARVanta-Computed,computational
ABC14B,Renal Cancer,2.45,2.52,0.825,0.789,0.192,0.967,0,0,computationally_derived,CARVanta-Computed,computational
ABC14C,Glioblastoma,3.99,1.05,0.826,0.701,0.508,0.868,0,1,computationally_derived,CARVanta-Computed,computational
ABC14C,Myeloma,2.73,3.42,0.979,0.57,0.458,0.837,0,0,computationally_derived,CARVanta-Computed,computational
ABC14C,Pancreatic Cancer,0.98,1.09,0.927,0.592,0.177,0.707,2,0,computationally_derived,CARVanta-Computed,computational
ABC14C,Gastric Cancer,5.29,0.96,0.867,0.338,0.567,0.707,2,0,computationally_derived,CARVanta-Computed,computational
ABC14C,Bladder Cancer,10.91,2.51,0.877,0.803,0.246,0.712,21,1,computationally_derived,CARVanta-Computed,computational
ABC14C,Lung Adenocarcinoma,0.67,1.73,0.802,0.766,0.134,0.873,0,0,computationally_derived,CARVanta-Computed,computational
ABC14C,Leukemia,11.86,0.95,0.758,0.263,0.748,0.813,12,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Lung Adenocarcinoma,1.79,1.04,0.72,0.542,0.445,0.803,4,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Breast Cancer,4.82,5.17,0.945,0.866,0.391,0.861,0,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Liver Cancer,4.33,4.95,0.948,0.881,0.352,0.63,14,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Head & Neck Cancer,4.46,0.51,0.663,0.431,0.827,0.983,0,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Renal Cancer,2.63,0.44,0.879,0.58,0.853,0.743,0,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Leukemia,5.95,4.48,0.834,0.759,0.262,0.848,3,0,computationally_derived,CARVanta-Computed,computational
ABC14D,Colorectal Cancer,2.44,2.57,0.97,0.575,0.32,0.964,0,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Prostate Cancer,15.0,1.44,0.861,0.443,0.853,0.975,0,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Myeloma,2.84,1.71,0.76,0.653,0.465,0.847,0,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Breast Cancer,3.11,1.24,0.852,0.447,0.369,0.897,15,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Head & Neck Cancer,4.47,0.48,0.731,0.352,0.705,0.718,5,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Leukemia,2.9,0.83,0.811,0.466,0.682,0.562,1,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Lung Adenocarcinoma,3.53,0.84,0.674,0.74,0.349,0.866,0,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Bladder Cancer,4.18,2.86,0.869,0.738,0.419,0.654,0,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Glioblastoma,1.5,3.99,0.69,0.396,0.369,0.849,0,0,computationally_derived,CARVanta-Computed,computational
ABC14E,Melanoma,8.73,0.51,0.764,0.661,0.487,0.888,3,1,computationally_derived,CARVanta-Computed,computational
ABC14E,Renal Cancer,2.12,3.92,0.864,0.595,0.448,0.818,0,0,computationally_derived,CARVanta-Computed,computational
ABC14F,Melanoma,12.46,3.66,0.781,0.693,0.728,0.772,0,1,computationally_derived,CARVanta-Computed,computational
ABC14F,Prostate Cancer,2.0,1.84,0.937,0.637,0.218,0.771,0,0,computationally_derived,CARVanta-Computed,computational
ABC14F,Gastric Cancer,6.74,1.84,0.882,0.629,0.455,0.84,12,1,computationally_derived,CARVanta-Computed,computational
ABC14F,Liver Cancer,6.95,6.73,0.721,0.588,0.313,0.933,0,0,computationally_derived,CARVanta-Computed,computational
ABC14F,Renal Cancer,1.44,3.47,0.879,0.675,0.208,0.761,0,0,computationally_derived,CARVanta-Computed,computational
ABC14F,Endometrial Cancer,2.91,0.63,0.834,0.465,0.819,0.819,0,0,computationally_derived,CARVanta-Computed,computational
ABC14F,Ovarian Cancer,6.03,0.76,0.874,0.626,0.771,0.745,0,1,computationally_derived,CARVanta-Computed,computational
ABC14F,Thyroid Cancer,3.84,1.3,0.812,0.696,0.357,0.834,0,1,computationally_derived,CARVanta-Computed,computational
ABC14F,Lung Adenocarcinoma,2.74,2.14,0.78,0.549,0.282,0.662,0,0,computationally_derived,CARVanta-Computed,computational
ABC14F,Glioblastoma,1.92,1.38,0.781,0.565,0.629,0.868,0,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Ovarian Cancer,0.76,2.61,0.99,0.496,0.151,0.924,0,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Glioblastoma,2.56,0.29,0.922,0.867,0.867,0.777,5,1,computationally_derived,CARVanta-Computed,computational
ABC14G,Colorectal Cancer,6.97,1.07,0.942,0.274,0.888,0.737,0,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Pancreatic Cancer,4.42,1.39,0.76,0.305,0.257,0.826,0,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Lung Adenocarcinoma,1.39,1.57,0.758,0.669,0.42,0.971,35,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Endometrial Cancer,2.14,1.79,0.768,0.594,0.288,0.892,26,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Head & Neck Cancer,1.6,1.62,0.865,0.652,0.184,0.809,0,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Renal Cancer,1.71,3.89,0.922,0.446,0.207,0.942,0,0,computationally_derived,CARVanta-Computed,computational
ABC14G,Prostate Cancer,2.7,1.54,0.652,0.672,0.585,0.854,0,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Lymphoma,10.93,1.07,0.738,0.58,0.578,0.888,0,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Lung Adenocarcinoma,3.63,0.87,0.674,0.568,0.734,0.838,2,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Leukemia,5.7,2.11,0.723,0.851,0.504,0.823,0,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Prostate Cancer,4.51,0.84,0.77,0.287,0.777,0.859,0,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Bladder Cancer,2.75,1.94,0.979,0.49,0.292,0.924,4,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Melanoma,2.17,1.13,0.795,0.688,0.457,0.859,0,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Myeloma,7.2,3.45,0.858,0.647,0.349,0.852,0,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Head & Neck Cancer,2.53,0.82,0.705,0.398,0.848,0.907,2,0,computationally_derived,CARVanta-Computed,computational
ABC15A,Pancreatic Cancer,8.49,0.96,0.902,0.298,0.662,0.949,0,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Breast Cancer,1.69,3.64,0.851,0.806,0.31,0.742,0,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Lung Adenocarcinoma,2.21,0.78,0.783,0.742,0.364,0.868,0,1,computationally_derived,CARVanta-Computed,computational
ABC15B,Lymphoma,4.72,6.09,0.774,0.673,0.18,0.657,0,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Head & Neck Cancer,2.91,0.89,0.58,0.747,0.749,0.929,15,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Prostate Cancer,4.54,3.82,0.927,0.437,0.202,0.783,0,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Myeloma,2.36,1.14,0.75,0.481,0.463,0.832,0,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Ovarian Cancer,3.4,2.07,0.896,0.476,0.642,0.748,0,0,computationally_derived,CARVanta-Computed,computational
ABC15B,Bladder Cancer,6.31,1.27,0.871,0.611,0.439,0.919,0,1,computationally_derived,CARVanta-Computed,computational
ABC15B,Gastric Cancer,5.57,1.13,0.69,0.876,0.768,0.857,4,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Myeloma,3.4,0.51,0.602,0.32,0.899,0.859,0,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Renal Cancer,0.84,1.1,0.755,0.717,0.227,0.99,0,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Thyroid Cancer,6.67,2.24,0.733,0.366,0.676,0.893,12,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Glioblastoma,2.69,0.61,0.81,0.633,0.521,0.691,0,1,computationally_derived,CARVanta-Computed,computational
ABC15C,Bladder Cancer,4.56,2.26,0.899,0.597,0.676,0.688,0,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Ovarian Cancer,5.45,2.42,0.901,0.879,0.817,0.913,0,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Head & Neck Cancer,6.61,1.75,0.797,0.777,0.567,0.898,0,1,computationally_derived,CARVanta-Computed,computational
ABC15C,Pancreatic Cancer,3.07,1.47,0.84,0.368,0.388,0.734,32,0,computationally_derived,CARVanta-Computed,computational
ABC15C,Prostate Cancer,2.89,1.43,0.67,0.747,0.387,0.748,1,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Colorectal Cancer,4.36,1.44,0.616,0.634,0.794,0.813,0,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Lymphoma,3.88,6.29,0.658,0.819,0.24,0.73,0,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Myeloma,5.77,1.73,0.929,0.476,0.353,0.884,0,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Gastric Cancer,8.22,1.28,0.819,0.545,0.792,0.924,0,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Head & Neck Cancer,7.0,0.77,0.773,0.597,0.541,0.971,0,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Glioblastoma,3.69,1.95,0.98,0.585,0.436,0.831,2,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Breast Cancer,1.65,4.12,0.841,0.436,0.203,0.715,0,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Lung Adenocarcinoma,3.24,1.08,0.751,0.708,0.801,0.911,5,1,computationally_derived,CARVanta-Computed,computational
ABC15D,Ovarian Cancer,7.99,1.56,0.707,0.535,0.847,0.877,15,0,computationally_derived,CARVanta-Computed,computational
ABC15D,Melanoma,5.79,1.25,0.776,0.493,0.483,0.707,4,0,computationally_derived,CARVanta-Computed,computational
ABC15E,Pancreatic Cancer,5.73,1.24,0.793,0.612,0.588,0.913,2,1,computationally_derived,CARVanta-Computed,computational
ABC15E,Breast Cancer,4.46,1.11,0.964,0.786,0.554,0.689,0,1,computationally_derived,CARVanta-Computed,computational
ABC15E,Bladder Cancer,1.95,1.22,0.788,0.743,0.361,0.939,0,0,computationally_derived,CARVanta-Computed,computational
ABC15E,Ovarian Cancer,4.09,0.7,0.874,0.484,0.867,0.7,2,0,computationally_derived,CARVanta-Computed,computational
ABC15E,Colorectal Cancer,4.82,1.04,0.786,0.217,0.728,0.727,0,0,computationally_derived,CARVanta-Computed,computational
ABC15F,Leukemia,1.94,1.98,0.838,0.734,0.269,0.81,0,0,computationally_derived,CARVanta-Computed,computational
ABC15F,Bladder Cancer,5.28,8.29,0.72,0.676,0.301,0.9,5,0,computationally_derived,CARVanta-Computed,computational
ABC15F,Prostate Cancer,2.11,1.59,0.89,0.889,0.203,0.98,3,0,computationally_derived,CARVanta-Computed,computational
ABC15F,Lung Adenocarcinoma,15.0,6.87,0.753,0.711,0.37,0.922,0,0,computationally_derived,CARVanta-Computed,computational
ABC15F,Liver Cancer,2.34,2.56,0.911,0.778,0.201,0.895,1,0,computationally_derived,CARVanta-Computed,computational
ABC15F,Renal Cancer,5.74,1.98,0.424,0.643,0.402,0.938,0,0,computationally_derived,CARVanta-Computed,computational
ABC15G,Melanoma,2.39,1.75,0.728,0.512,0.12,0.815,0,0,computationally_derived,CARVanta-Computed,computational
ABC15G,Lymphoma,10.13,1.46,0.883,0.594,0.769,0.864,0,0,computationally_derived,CARVanta-Computed,computational
ABC15G,Prostate Cancer,4.22,1.08,0.697,0.947,0.12,0.46,3,0,computationally_derived,CARVanta-Computed,computational
ABC15G,Thyroid Cancer,2.73,3.69,0.883,0.616,0.362,0.932,0,0,computationally_derived,CARVanta-Computed,computational
ABC15G,Glioblastoma,2.43,1.44,0.815,0.799,0.667,0.823,0,0,computationally_derived,CARVanta-Computed,computational
ABC15G,Lung Adenocarcinoma,3.89,1.11,0.656,0.264,0.557,0.874,0,0,computationally_derived,CARVanta-Computed,computational
