antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level,biomarker_category,analyte_type,regulation,source_group
NUF2,Pancreatic (PDAC),7.38,1.22,0.596,0.668,0.597,0.179,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CTLA4,Pancreatic (PDAC),2.44,7.39,0.893,0.885,0.869,0.365,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ELOC,Pancreatic (PDAC),1.68,6.11,0.911,0.746,0.695,0.375,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CIC,Pancreatic (PDAC),1.79,5.62,0.635,0.767,0.721,0.203,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
JAK2,Pancreatic (PDAC),7.35,2.0,0.682,0.663,0.591,0.233,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
IKBKE,Pancreatic (PDAC),9.13,2.03,0.567,0.901,0.889,0.161,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
JAK3,Pancreatic (PDAC),9.22,1.84,0.946,0.912,0.903,0.398,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
JAK1,Pancreatic (PDAC),9.21,1.65,0.562,0.911,0.901,0.157,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DUSP4,Pancreatic (PDAC),1.69,4.65,0.715,0.749,0.698,0.253,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
UPF1,Pancreatic (PDAC),1.76,6.51,0.785,0.761,0.713,0.297,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IFNGR1,Pancreatic (PDAC),1.59,5.4,0.899,0.729,0.674,0.368,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TET2,Pancreatic (PDAC),0.86,5.79,0.58,0.597,0.508,0.169,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RRAS2,Pancreatic (PDAC),7.75,0.8,0.854,0.716,0.658,0.34,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TET1,Pancreatic (PDAC),1.68,5.86,0.895,0.747,0.696,0.366,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PAX5,Pancreatic (PDAC),1.06,5.95,0.805,0.634,0.555,0.309,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NCOR1,Pancreatic (PDAC),2.69,7.11,0.623,0.929,0.924,0.196,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RARA,Pancreatic (PDAC),6.69,1.42,0.869,0.575,0.481,0.349,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
POT1,Pancreatic (PDAC),2.4,6.65,0.926,0.877,0.859,0.385,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PPARG,Pancreatic (PDAC),0.69,5.36,0.804,0.566,0.47,0.309,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
FH,Pancreatic (PDAC),0.76,4.69,0.845,0.579,0.486,0.334,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
GPS2,Pancreatic (PDAC),2.63,5.28,0.763,0.919,0.912,0.283,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CENPA,Pancreatic (PDAC),7.28,1.66,0.84,0.653,0.579,0.331,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EGFR,Pancreatic (PDAC),6.79,1.95,0.584,0.864,0.498,0.171,70,1,real,Literature,clinical,Oncogene,Gene,up,Mutated Gene
RECQL4,Pancreatic (PDAC),0.85,5.93,0.641,0.595,0.506,0.207,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NSD3,Pancreatic (PDAC),9.47,1.85,0.738,0.946,0.946,0.267,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NRAS,Pancreatic (PDAC),8.46,1.54,0.783,0.811,0.777,0.296,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
H3C13,Pancreatic (PDAC),6.63,0.45,0.632,0.567,0.472,0.201,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NSD1,Pancreatic (PDAC),9.43,1.72,0.557,0.941,0.938,0.154,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
H3C11,Pancreatic (PDAC),7.93,1.35,0.91,0.74,0.688,0.375,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NSD2,Pancreatic (PDAC),8.34,1.79,0.792,0.795,0.756,0.301,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SPOP,Pancreatic (PDAC),0.92,4.57,0.598,0.608,0.523,0.18,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
H3C10,Pancreatic (PDAC),9.02,0.77,0.699,0.886,0.87,0.243,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PMS2,Pancreatic (PDAC),1.29,6.98,0.662,0.676,0.607,0.22,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RICTOR,Pancreatic (PDAC),9.04,1.04,0.817,0.888,0.873,0.317,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SF3B1,Pancreatic (PDAC),8.66,1.21,0.57,0.837,0.809,0.162,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PMS1,Pancreatic (PDAC),0.78,5.16,0.673,0.583,0.491,0.227,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BRD4,Pancreatic (PDAC),8.42,0.91,0.89,0.806,0.77,0.362,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDKN2B,Pancreatic (PDAC),0.73,5.04,0.588,0.573,0.479,0.174,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CDKN2C,Pancreatic (PDAC),1.33,5.24,0.595,0.683,0.616,0.178,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CDKN2A,Pancreatic (PDAC),1.49,5.9,0.592,0.907,0.653,0.176,85,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
RYBP,Pancreatic (PDAC),2.22,5.69,0.622,0.845,0.819,0.195,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
WT1,Pancreatic (PDAC),2.36,6.18,0.711,0.87,0.85,0.251,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
INHA,Pancreatic (PDAC),9.29,1.43,0.604,0.922,0.915,0.184,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CRLF2,Pancreatic (PDAC),7.62,2.1,0.905,0.699,0.636,0.372,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CSF3R,Pancreatic (PDAC),9.42,2.08,0.925,0.939,0.936,0.384,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MRE11,Pancreatic (PDAC),2.18,7.37,0.578,0.837,0.809,0.167,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
IRS1,Pancreatic (PDAC),7.87,2.2,0.697,0.733,0.678,0.242,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
IRS2,Pancreatic (PDAC),9.03,0.87,0.806,0.887,0.871,0.31,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
STK19,Pancreatic (PDAC),6.74,0.75,0.879,0.582,0.49,0.356,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MSI1,Pancreatic (PDAC),7.88,1.53,0.665,0.735,0.681,0.222,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MSI2,Pancreatic (PDAC),7.51,1.5,0.564,0.685,0.618,0.159,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FGF3,Pancreatic (PDAC),7.82,1.01,0.871,0.726,0.67,0.351,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FGF4,Pancreatic (PDAC),7.93,1.41,0.946,0.741,0.689,0.398,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
STK11,Pancreatic (PDAC),2.46,6.83,0.585,0.888,0.872,0.172,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CYSLTR2,Pancreatic (PDAC),8.91,0.77,0.872,0.871,0.852,0.351,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDH1,Pancreatic (PDAC),2.71,5.56,0.561,0.934,0.93,0.157,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SESN2,Pancreatic (PDAC),2.65,6.85,0.931,0.923,0.916,0.388,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PIM1,Pancreatic (PDAC),8.93,1.62,0.782,0.874,0.855,0.295,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NBN,Pancreatic (PDAC),2.13,5.14,0.562,0.828,0.798,0.157,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KMT5A,Pancreatic (PDAC),8.29,0.91,0.856,0.788,0.748,0.341,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ROS1,Pancreatic (PDAC),8.89,1.69,0.611,0.869,0.849,0.188,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MEN1,Pancreatic (PDAC),0.86,6.32,0.895,0.597,0.509,0.365,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RNF43,Pancreatic (PDAC),1.93,6.63,0.803,0.792,0.752,0.308,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MAP2K4,Pancreatic (PDAC),2.09,6.97,0.892,0.82,0.788,0.364,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MAP2K1,Pancreatic (PDAC),6.96,0.46,0.876,0.611,0.526,0.353,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MAP2K2,Pancreatic (PDAC),6.74,1.87,0.814,0.582,0.49,0.315,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FBXW7,Pancreatic (PDAC),1.73,5.54,0.652,0.756,0.707,0.214,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
EIF1AX,Pancreatic (PDAC),6.7,2.05,0.839,0.577,0.484,0.331,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TAP2,Pancreatic (PDAC),0.67,7.34,0.929,0.563,0.466,0.387,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TAP1,Pancreatic (PDAC),1.57,7.26,0.943,0.726,0.67,0.396,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MITF,Pancreatic (PDAC),8.35,1.08,0.655,0.796,0.758,0.216,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FOXP1,Pancreatic (PDAC),7.16,0.82,0.636,0.638,0.56,0.203,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MSH6,Pancreatic (PDAC),1.49,7.04,0.895,0.711,0.651,0.365,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SMO,Pancreatic (PDAC),6.66,0.53,0.652,0.572,0.477,0.213,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MSH2,Pancreatic (PDAC),2.52,5.76,0.771,0.9,0.887,0.288,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MSH3,Pancreatic (PDAC),2.29,5.54,0.94,0.857,0.834,0.394,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ERF,Pancreatic (PDAC),1.12,6.65,0.661,0.645,0.569,0.22,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PGR,Pancreatic (PDAC),7.15,1.57,0.797,0.637,0.558,0.304,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ERG,Pancreatic (PDAC),8.99,1.22,0.641,0.882,0.865,0.207,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NOTCH2,Pancreatic (PDAC),7.97,0.62,0.799,0.746,0.695,0.306,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CD274,Pancreatic (PDAC),7.38,1.39,0.669,0.668,0.597,0.225,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CSF1R,Pancreatic (PDAC),9.47,1.27,0.643,0.946,0.945,0.208,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
KMT2D,Pancreatic (PDAC),2.17,5.58,0.799,0.836,0.808,0.306,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NOTCH3,Pancreatic (PDAC),9.15,1.55,0.757,0.903,0.892,0.279,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DNMT1,Pancreatic (PDAC),6.65,0.77,0.752,0.57,0.474,0.276,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BLM,Pancreatic (PDAC),2.8,6.06,0.643,0.95,0.95,0.208,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NOTCH1,Pancreatic (PDAC),8.33,1.44,0.604,0.794,0.755,0.184,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CBFB,Pancreatic (PDAC),1.56,6.35,0.845,0.724,0.668,0.334,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KMT2A,Pancreatic (PDAC),8.99,0.69,0.575,0.881,0.864,0.166,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MAX,Pancreatic (PDAC),7.25,1.28,0.783,0.65,0.575,0.295,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CUL3,Pancreatic (PDAC),0.92,5.69,0.856,0.608,0.522,0.342,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ANKRD11,Pancreatic (PDAC),0.67,5.55,0.885,0.562,0.465,0.359,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NOTCH4,Pancreatic (PDAC),7.18,1.16,0.705,0.641,0.564,0.247,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
KMT2C,Pancreatic (PDAC),2.1,5.38,0.804,0.822,0.79,0.309,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KMT2B,Pancreatic (PDAC),7.05,2.16,0.861,0.623,0.541,0.344,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
VTCN1,Pancreatic (PDAC),9.46,1.18,0.661,0.944,0.943,0.22,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CYP19A1,Pancreatic (PDAC),9.44,1.77,0.91,0.942,0.939,0.375,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FOXO1,Pancreatic (PDAC),1.31,5.85,0.586,0.679,0.612,0.172,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BCL2L11,Pancreatic (PDAC),1.97,4.51,0.607,0.8,0.762,0.186,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SOCS1,Pancreatic (PDAC),0.93,5.62,0.639,0.61,0.526,0.206,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ATXN7,Pancreatic (PDAC),1.6,4.51,0.798,0.731,0.677,0.305,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ABL1,Pancreatic (PDAC),6.71,2.08,0.697,0.578,0.485,0.242,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SMYD3,Pancreatic (PDAC),9.19,1.57,0.678,0.909,0.899,0.23,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MCL1,Pancreatic (PDAC),9.45,0.89,0.922,0.943,0.941,0.383,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CD276,Pancreatic (PDAC),7.43,0.45,0.875,0.674,0.605,0.353,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FANCA,Pancreatic (PDAC),2.32,4.89,0.556,0.862,0.84,0.154,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
FANCC,Pancreatic (PDAC),1.47,7.36,0.735,0.708,0.648,0.265,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PALB2,Pancreatic (PDAC),2.43,7.2,0.701,0.966,0.866,0.244,45,1,real,Literature,clinical,Tumor Suppressor,Gene,down,Mutated Gene
PTPRD,Pancreatic (PDAC),0.92,6.93,0.632,0.608,0.522,0.202,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CDK8,Pancreatic (PDAC),7.39,0.45,0.748,0.669,0.599,0.273,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDK6,Pancreatic (PDAC),8.18,2.17,0.831,0.773,0.729,0.326,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BCL6,Pancreatic (PDAC),7.13,1.69,0.873,0.634,0.555,0.352,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDK4,Pancreatic (PDAC),6.73,0.49,0.64,0.581,0.489,0.207,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RHEB,Pancreatic (PDAC),8.37,1.79,0.766,0.799,0.761,0.285,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NF1,Pancreatic (PDAC),1.16,6.72,0.868,0.652,0.578,0.349,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BCL2,Pancreatic (PDAC),8.66,1.92,0.838,0.838,0.81,0.33,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MDM2,Pancreatic (PDAC),7.99,1.88,0.831,0.749,0.699,0.325,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MDM4,Pancreatic (PDAC),7.1,2.11,0.891,0.63,0.549,0.363,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NF2,Pancreatic (PDAC),2.04,6.19,0.939,0.811,0.776,0.393,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MAP3K13,Pancreatic (PDAC),8.55,1.02,0.719,0.823,0.791,0.256,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MYD88,Pancreatic (PDAC),9.26,0.89,0.746,0.919,0.911,0.272,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BCL2L1,Pancreatic (PDAC),7.04,1.61,0.658,0.622,0.541,0.218,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NFE2L2,Pancreatic (PDAC),7.95,0.46,0.618,0.743,0.692,0.193,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ALK,Pancreatic (PDAC),6.61,1.72,0.775,0.565,0.469,0.29,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FLT1,Pancreatic (PDAC),8.48,1.09,0.853,0.814,0.78,0.339,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FLT3,Pancreatic (PDAC),9.3,1.06,0.581,0.924,0.917,0.169,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FLT4,Pancreatic (PDAC),8.38,1.89,0.85,0.801,0.763,0.337,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PTEN,Pancreatic (PDAC),2.7,6.16,0.694,0.932,0.927,0.24,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PIK3CD,Pancreatic (PDAC),7.37,1.67,0.734,0.667,0.596,0.265,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3C2G,Pancreatic (PDAC),8.33,1.59,0.898,0.794,0.755,0.368,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3CB,Pancreatic (PDAC),7.88,0.6,0.614,0.734,0.68,0.19,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDC73,Pancreatic (PDAC),1.14,5.34,0.892,0.648,0.573,0.363,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PIK3CG,Pancreatic (PDAC),6.67,1.93,0.812,0.573,0.478,0.314,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PPP6C,Pancreatic (PDAC),2.03,7.26,0.906,0.81,0.775,0.372,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
DNMT3B,Pancreatic (PDAC),7.6,1.47,0.667,0.696,0.633,0.223,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NKX3-1,Pancreatic (PDAC),1.57,6.37,0.554,0.727,0.671,0.152,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
DIS3,Pancreatic (PDAC),1.24,5.85,0.902,0.667,0.596,0.37,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ATRX,Pancreatic (PDAC),2.3,6.45,0.93,0.86,0.837,0.388,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
DNMT3A,Pancreatic (PDAC),7.96,0.78,0.671,0.744,0.693,0.226,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TRAF2,Pancreatic (PDAC),9.07,1.35,0.581,0.892,0.878,0.169,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FOXL2,Pancreatic (PDAC),6.54,0.42,0.926,0.556,0.457,0.385,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PTP4A1,Pancreatic (PDAC),7.93,1.49,0.674,0.74,0.688,0.227,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TRAF7,Pancreatic (PDAC),7.53,0.72,0.773,0.687,0.622,0.289,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3CA,Pancreatic (PDAC),9.3,0.96,0.608,0.924,0.917,0.186,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PIK3C3,Pancreatic (PDAC),9.06,0.76,0.569,0.891,0.876,0.162,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TOP1,Pancreatic (PDAC),7.47,0.56,0.606,0.679,0.611,0.185,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SOS1,Pancreatic (PDAC),8.85,1.93,0.608,0.863,0.841,0.186,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MET,Pancreatic (PDAC),6.97,1.6,0.914,0.872,0.528,0.378,50,1,real,Literature,clinical,Oncogene,Gene,up,Mutated Gene
BIRC3,Pancreatic (PDAC),8.32,0.41,0.684,0.792,0.753,0.234,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SMARCD1,Pancreatic (PDAC),8.41,0.49,0.898,0.805,0.769,0.367,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CEBPA,Pancreatic (PDAC),1.01,6.06,0.914,0.624,0.543,0.378,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SRC,Pancreatic (PDAC),7.52,1.17,0.923,0.686,0.62,0.383,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
U2AF1,Pancreatic (PDAC),9.06,0.92,0.568,0.891,0.876,0.162,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PPM1D,Pancreatic (PDAC),6.98,1.48,0.679,0.614,0.53,0.231,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MALT1,Pancreatic (PDAC),9.42,0.53,0.838,0.939,0.937,0.33,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDC42,Pancreatic (PDAC),7.56,0.76,0.832,0.692,0.627,0.326,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DNAJB1,Pancreatic (PDAC),7.26,1.58,0.806,0.651,0.576,0.31,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FIP1L1,Pancreatic (PDAC),8.58,1.85,0.692,0.827,0.796,0.239,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
E2F3,Pancreatic (PDAC),8.62,1.63,0.839,0.832,0.803,0.331,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FYN,Pancreatic (PDAC),9.36,2.09,0.899,0.931,0.926,0.368,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EIF4E,Pancreatic (PDAC),6.92,1.2,0.702,0.606,0.52,0.245,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SH2B3,Pancreatic (PDAC),1.43,5.14,0.593,0.702,0.64,0.177,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NTRK1,Pancreatic (PDAC),6.58,1.92,0.722,0.561,0.463,0.257,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NTRK2,Pancreatic (PDAC),7.59,1.95,0.648,0.695,0.632,0.211,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MGA,Pancreatic (PDAC),1.46,5.22,0.763,0.707,0.646,0.283,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
NTRK3,Pancreatic (PDAC),8.87,1.62,0.576,0.866,0.845,0.166,9,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PTPN11,Pancreatic (PDAC),8.54,0.89,0.905,0.822,0.789,0.372,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
KLF4,Pancreatic (PDAC),1.02,7.05,0.672,0.626,0.545,0.226,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MTOR,Pancreatic (PDAC),8.84,0.41,0.593,0.862,0.84,0.177,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
TBX3,Pancreatic (PDAC),8.58,0.43,0.807,0.827,0.797,0.311,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PNRC1,Pancreatic (PDAC),7.31,0.45,0.618,0.658,0.585,0.193,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
ASXL1,Pancreatic (PDAC),1.59,6.7,0.713,0.73,0.675,0.252,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RAD52,Pancreatic (PDAC),1.46,6.96,0.907,0.706,0.645,0.373,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RAD50,Pancreatic (PDAC),2.52,4.52,0.718,0.899,0.886,0.255,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KLF5,Pancreatic (PDAC),9.47,1.23,0.941,0.946,0.945,0.394,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RAD51,Pancreatic (PDAC),1.69,6.98,0.78,0.748,0.698,0.294,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
APC,Pancreatic (PDAC),1.09,4.96,0.851,0.64,0.562,0.338,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ASXL2,Pancreatic (PDAC),0.96,6.74,0.673,0.615,0.531,0.227,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
